"Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec"
2001-01-01 12:00:00,2001,1,1,NA,NA,NA,NA
2001-01-02 12:00:00,2001,1,2,NA,NA,NA,NA
2001-01-03 12:00:00,2001,1,3,NA,NA,NA,NA
2001-01-04 12:00:00,2001,1,4,NA,NA,NA,NA
2001-01-05 12:00:00,2001,1,5,NA,NA,NA,NA
2001-01-06 12:00:00,2001,1,6,NA,NA,NA,NA
2001-01-07 12:00:00,2001,1,7,NA,NA,NA,NA
2001-01-08 12:00:00,2001,1,8,NA,NA,NA,NA
2001-01-09 12:00:00,2001,1,9,NA,NA,NA,NA
2001-01-10 12:00:00,2001,1,10,NA,NA,NA,NA
2001-01-11 12:00:00,2001,1,11,NA,NA,NA,NA
2001-01-12 12:00:00,2001,1,12,NA,NA,NA,NA
2001-01-13 12:00:00,2001,1,13,NA,NA,NA,NA
2001-01-14 12:00:00,2001,1,14,NA,NA,NA,NA
2001-01-15 12:00:00,2001,1,15,NA,NA,NA,NA
2001-01-16 12:00:00,2001,1,16,NA,NA,NA,NA
2001-01-17 12:00:00,2001,1,17,NA,NA,NA,NA
2001-01-18 12:00:00,2001,1,18,NA,NA,NA,NA
2001-01-19 12:00:00,2001,1,19,NA,NA,NA,NA
2001-01-20 12:00:00,2001,1,20,NA,NA,NA,NA
2001-01-21 12:00:00,2001,1,21,NA,NA,NA,NA
2001-01-22 12:00:00,2001,1,22,NA,NA,NA,NA
2001-01-23 12:00:00,2001,1,23,NA,NA,NA,NA
2001-01-24 12:00:00,2001,1,24,NA,NA,NA,NA
2001-01-25 12:00:00,2001,1,25,NA,NA,NA,NA
2001-01-26 12:00:00,2001,1,26,NA,NA,NA,NA
2001-01-27 12:00:00,2001,1,27,NA,NA,NA,NA
2001-01-28 12:00:00,2001,1,28,NA,NA,NA,NA
2001-01-29 12:00:00,2001,1,29,NA,NA,NA,NA
2001-01-30 12:00:00,2001,1,30,NA,NA,NA,NA
2001-01-31 12:00:00,2001,1,31,NA,NA,NA,NA
2001-02-01 12:00:00,2001,2,1,NA,NA,NA,NA
2001-02-02 12:00:00,2001,2,2,NA,NA,NA,NA
2001-02-03 12:00:00,2001,2,3,NA,NA,NA,NA
2001-02-04 12:00:00,2001,2,4,NA,NA,NA,NA
2001-02-05 12:00:00,2001,2,5,NA,NA,NA,NA
2001-02-06 12:00:00,2001,2,6,NA,NA,NA,NA
2001-02-07 12:00:00,2001,2,7,NA,NA,NA,NA
2001-02-08 12:00:00,2001,2,8,NA,NA,NA,NA
2001-02-09 12:00:00,2001,2,9,NA,NA,NA,NA
2001-02-10 12:00:00,2001,2,10,NA,NA,NA,NA
2001-02-11 12:00:00,2001,2,11,NA,NA,NA,NA
2001-02-12 12:00:00,2001,2,12,NA,NA,NA,NA
2001-02-13 12:00:00,2001,2,13,NA,NA,NA,NA
2001-02-14 12:00:00,2001,2,14,NA,NA,NA,NA
2001-02-15 12:00:00,2001,2,15,NA,NA,NA,NA
2001-02-16 12:00:00,2001,2,16,NA,NA,NA,NA
2001-02-17 12:00:00,2001,2,17,NA,NA,NA,NA
2001-02-18 12:00:00,2001,2,18,NA,NA,NA,NA
2001-02-19 12:00:00,2001,2,19,NA,NA,NA,NA
2001-02-20 12:00:00,2001,2,20,NA,NA,NA,NA
2001-02-21 12:00:00,2001,2,21,NA,NA,NA,NA
2001-02-22 12:00:00,2001,2,22,NA,NA,NA,NA
2001-02-23 12:00:00,2001,2,23,NA,NA,NA,NA
2001-02-24 12:00:00,2001,2,24,NA,NA,NA,NA
2001-02-25 12:00:00,2001,2,25,NA,NA,NA,NA
2001-02-26 12:00:00,2001,2,26,NA,NA,NA,NA
2001-02-27 12:00:00,2001,2,27,NA,NA,NA,NA
2001-02-28 12:00:00,2001,2,28,NA,NA,NA,NA
2001-03-01 12:00:00,2001,3,1,NA,NA,NA,NA
2001-03-02 12:00:00,2001,3,2,NA,NA,NA,NA
2001-03-03 12:00:00,2001,3,3,NA,NA,NA,NA
2001-03-04 12:00:00,2001,3,4,NA,NA,NA,NA
2001-03-05 12:00:00,2001,3,5,NA,NA,NA,NA
2001-03-06 12:00:00,2001,3,6,NA,NA,NA,NA
2001-03-07 12:00:00,2001,3,7,NA,NA,NA,NA
2001-03-08 12:00:00,2001,3,8,NA,NA,NA,NA
2001-03-09 12:00:00,2001,3,9,NA,NA,NA,NA
2001-03-10 12:00:00,2001,3,10,NA,NA,NA,NA
2001-03-11 12:00:00,2001,3,11,NA,NA,NA,NA
2001-03-12 12:00:00,2001,3,12,NA,NA,NA,NA
2001-03-13 12:00:00,2001,3,13,NA,NA,NA,NA
2001-03-14 12:00:00,2001,3,14,NA,NA,NA,NA
2001-03-15 12:00:00,2001,3,15,NA,NA,NA,NA
2001-03-16 12:00:00,2001,3,16,NA,NA,NA,NA
2001-03-17 12:00:00,2001,3,17,NA,NA,NA,NA
2001-03-18 12:00:00,2001,3,18,NA,NA,NA,NA
2001-03-19 12:00:00,2001,3,19,NA,NA,NA,NA
2001-03-20 12:00:00,2001,3,20,NA,NA,NA,NA
2001-03-21 12:00:00,2001,3,21,NA,NA,NA,NA
2001-03-22 12:00:00,2001,3,22,NA,NA,NA,NA
2001-03-23 12:00:00,2001,3,23,NA,NA,NA,NA
2001-03-24 12:00:00,2001,3,24,NA,NA,NA,NA
2001-03-25 12:00:00,2001,3,25,NA,NA,NA,NA
2001-03-26 12:00:00,2001,3,26,NA,NA,NA,NA
2001-03-27 12:00:00,2001,3,27,NA,NA,NA,NA
2001-03-28 12:00:00,2001,3,28,NA,NA,NA,NA
2001-03-29 12:00:00,2001,3,29,NA,NA,NA,NA
2001-03-30 12:00:00,2001,3,30,NA,NA,NA,NA
2001-03-31 12:00:00,2001,3,31,NA,NA,NA,NA
2001-04-01 12:00:00,2001,4,1,NA,NA,NA,NA
2001-04-02 12:00:00,2001,4,2,NA,NA,NA,NA
2001-04-03 12:00:00,2001,4,3,NA,NA,NA,NA
2001-04-04 12:00:00,2001,4,4,NA,NA,NA,NA
2001-04-05 12:00:00,2001,4,5,NA,NA,NA,NA
2001-04-06 12:00:00,2001,4,6,NA,NA,NA,NA
2001-04-07 12:00:00,2001,4,7,NA,NA,NA,NA
2001-04-08 12:00:00,2001,4,8,NA,NA,NA,NA
2001-04-09 12:00:00,2001,4,9,NA,NA,NA,NA
2001-04-10 12:00:00,2001,4,10,NA,NA,NA,NA
2001-04-11 12:00:00,2001,4,11,NA,NA,NA,NA
2001-04-12 12:00:00,2001,4,12,NA,NA,NA,NA
2001-04-13 12:00:00,2001,4,13,NA,NA,NA,NA
2001-04-14 12:00:00,2001,4,14,NA,NA,NA,NA
2001-04-15 12:00:00,2001,4,15,NA,NA,NA,NA
2001-04-16 12:00:00,2001,4,16,NA,NA,NA,NA
2001-04-17 12:00:00,2001,4,17,NA,NA,NA,NA
2001-04-18 12:00:00,2001,4,18,NA,NA,NA,NA
2001-04-19 12:00:00,2001,4,19,NA,NA,NA,NA
2001-04-20 12:00:00,2001,4,20,NA,NA,NA,NA
2001-04-21 12:00:00,2001,4,21,NA,NA,NA,NA
2001-04-22 12:00:00,2001,4,22,NA,NA,NA,NA
2001-04-23 12:00:00,2001,4,23,NA,NA,NA,NA
2001-04-24 12:00:00,2001,4,24,NA,NA,NA,NA
2001-04-25 12:00:00,2001,4,25,NA,NA,NA,NA
2001-04-26 12:00:00,2001,4,26,NA,NA,NA,NA
2001-04-27 12:00:00,2001,4,27,NA,NA,NA,NA
2001-04-28 12:00:00,2001,4,28,NA,NA,NA,NA
2001-04-29 12:00:00,2001,4,29,NA,NA,NA,NA
2001-04-30 12:00:00,2001,4,30,NA,NA,NA,NA
2001-05-01 12:00:00,2001,5,1,NA,NA,NA,NA
2001-05-02 12:00:00,2001,5,2,NA,NA,NA,NA
2001-05-03 12:00:00,2001,5,3,NA,NA,NA,NA
2001-05-04 12:00:00,2001,5,4,NA,NA,NA,NA
2001-05-05 12:00:00,2001,5,5,NA,NA,NA,NA
2001-05-06 12:00:00,2001,5,6,NA,NA,NA,NA
2001-05-07 12:00:00,2001,5,7,NA,NA,NA,NA
2001-05-08 12:00:00,2001,5,8,NA,NA,NA,NA
2001-05-09 12:00:00,2001,5,9,NA,NA,NA,NA
2001-05-10 12:00:00,2001,5,10,NA,NA,NA,NA
2001-05-11 12:00:00,2001,5,11,NA,NA,NA,NA
2001-05-12 12:00:00,2001,5,12,NA,NA,NA,NA
2001-05-13 12:00:00,2001,5,13,NA,NA,NA,NA
2001-05-14 12:00:00,2001,5,14,NA,NA,NA,NA
2001-05-15 12:00:00,2001,5,15,NA,NA,NA,NA
2001-05-16 12:00:00,2001,5,16,NA,NA,NA,NA
2001-05-17 12:00:00,2001,5,17,NA,NA,NA,NA
2001-05-18 12:00:00,2001,5,18,NA,NA,NA,NA
2001-05-19 12:00:00,2001,5,19,NA,NA,NA,NA
2001-05-20 12:00:00,2001,5,20,NA,NA,NA,NA
2001-05-21 12:00:00,2001,5,21,NA,NA,NA,NA
2001-05-22 12:00:00,2001,5,22,NA,NA,NA,NA
2001-05-23 12:00:00,2001,5,23,NA,NA,NA,NA
2001-05-24 12:00:00,2001,5,24,NA,NA,NA,NA
2001-05-25 12:00:00,2001,5,25,NA,NA,NA,NA
2001-05-26 12:00:00,2001,5,26,NA,NA,NA,NA
2001-05-27 12:00:00,2001,5,27,NA,NA,NA,NA
2001-05-28 12:00:00,2001,5,28,NA,NA,NA,NA
2001-05-29 12:00:00,2001,5,29,NA,NA,NA,NA
2001-05-30 12:00:00,2001,5,30,NA,NA,NA,NA
2001-05-31 12:00:00,2001,5,31,NA,NA,NA,NA
2001-06-01 12:00:00,2001,6,1,NA,NA,NA,NA
2001-06-02 12:00:00,2001,6,2,NA,NA,NA,NA
2001-06-03 12:00:00,2001,6,3,NA,NA,NA,NA
2001-06-04 12:00:00,2001,6,4,NA,NA,NA,NA
2001-06-05 12:00:00,2001,6,5,NA,NA,NA,NA
2001-06-06 12:00:00,2001,6,6,NA,NA,NA,NA
2001-06-07 12:00:00,2001,6,7,NA,NA,NA,NA
2001-06-08 12:00:00,2001,6,8,NA,NA,NA,NA
2001-06-09 12:00:00,2001,6,9,NA,NA,NA,NA
2001-06-10 12:00:00,2001,6,10,NA,NA,NA,NA
2001-06-11 12:00:00,2001,6,11,NA,NA,NA,NA
2001-06-12 12:00:00,2001,6,12,NA,NA,NA,NA
2001-06-13 12:00:00,2001,6,13,NA,NA,NA,NA
2001-06-14 12:00:00,2001,6,14,NA,NA,NA,NA
2001-06-15 12:00:00,2001,6,15,NA,NA,NA,NA
2001-06-16 12:00:00,2001,6,16,NA,NA,NA,NA
2001-06-17 12:00:00,2001,6,17,NA,NA,NA,NA
2001-06-18 12:00:00,2001,6,18,NA,NA,NA,NA
2001-06-19 12:00:00,2001,6,19,NA,NA,NA,NA
2001-06-20 12:00:00,2001,6,20,NA,NA,NA,NA
2001-06-21 12:00:00,2001,6,21,NA,NA,NA,NA
2001-06-22 12:00:00,2001,6,22,NA,NA,NA,NA
2001-06-23 12:00:00,2001,6,23,NA,NA,NA,NA
2001-06-24 12:00:00,2001,6,24,NA,NA,NA,NA
2001-06-25 12:00:00,2001,6,25,NA,NA,NA,NA
2001-06-26 12:00:00,2001,6,26,NA,NA,NA,NA
2001-06-27 12:00:00,2001,6,27,NA,NA,NA,NA
2001-06-28 12:00:00,2001,6,28,NA,NA,NA,NA
2001-06-29 12:00:00,2001,6,29,NA,NA,NA,NA
2001-06-30 12:00:00,2001,6,30,NA,NA,NA,NA
2001-07-01 12:00:00,2001,7,1,NA,NA,NA,NA
2001-07-02 12:00:00,2001,7,2,NA,NA,NA,NA
2001-07-03 12:00:00,2001,7,3,NA,NA,NA,NA
2001-07-04 12:00:00,2001,7,4,NA,NA,NA,NA
2001-07-05 12:00:00,2001,7,5,15.111,29,22.722,0
2001-07-06 12:00:00,2001,7,6,17.722,27.889,23,0
2001-07-07 12:00:00,2001,7,7,17.722,25.889,19.833,4.064
2001-07-08 12:00:00,2001,7,8,15.889,20.278,17.278,0
2001-07-09 12:00:00,2001,7,9,14.778,21.889,17.889,1.016
2001-07-10 12:00:00,2001,7,10,13.278,25.722,19.778,0
2001-07-11 12:00:00,2001,7,11,12.889,23.611,15.889,4.064
2001-07-12 12:00:00,2001,7,12,11.611,20.111,15.278,0.762
2001-07-13 12:00:00,2001,7,13,11.389,18.889,15.444,0
2001-07-14 12:00:00,2001,7,14,13.111,21.111,15.889,4.064
2001-07-15 12:00:00,2001,7,15,11.389,21.111,15.222,0
2001-07-16 12:00:00,2001,7,16,11.889,18.389,14.444,0
2001-07-17 12:00:00,2001,7,17,11.611,21,16.611,0
2001-07-18 12:00:00,2001,7,18,14.611,19.722,16.944,0
2001-07-19 12:00:00,2001,7,19,14.778,18.778,16.056,1.524
2001-07-20 12:00:00,2001,7,20,NA,NA,NA,NA
2001-07-21 12:00:00,2001,7,21,NA,NA,NA,NA
2001-07-22 12:00:00,2001,7,22,NA,NA,NA,NA
2001-07-23 12:00:00,2001,7,23,18,26,20.389,0
2001-07-24 12:00:00,2001,7,24,15.722,27.111,21.167,2.54
2001-07-25 12:00:00,2001,7,25,15,27.389,21.556,0
2001-07-26 12:00:00,2001,7,26,15,27.889,22.056,0
2001-07-27 12:00:00,2001,7,27,14.778,30.5,23.389,0
2001-07-28 12:00:00,2001,7,28,17.389,29.778,23.222,0
2001-07-29 12:00:00,2001,7,29,17,26.778,21.444,0
2001-07-30 12:00:00,2001,7,30,15.111,29.611,21.611,0
2001-07-31 12:00:00,2001,7,31,18.722,29.389,23.556,0
2001-08-01 12:00:00,2001,8,1,14.5,24.222,19,0
2001-08-02 12:00:00,2001,8,2,12.5,28.722,21.944,0
2001-08-03 12:00:00,2001,8,3,16.111,26.778,20.611,0
2001-08-04 12:00:00,2001,8,4,14.5,26.778,16.667,0.762
2001-08-05 12:00:00,2001,8,5,14,20.889,16.556,2.794
2001-08-06 12:00:00,2001,8,6,14.5,20,17.333,4.064
2001-08-07 12:00:00,2001,8,7,16.278,20.778,18.278,0
2001-08-08 12:00:00,2001,8,8,14.111,20.111,16.833,0
2001-08-09 12:00:00,2001,8,9,13,20.778,16.333,0
2001-08-10 12:00:00,2001,8,10,11.611,18.278,13.778,1.016
2001-08-11 12:00:00,2001,8,11,9.778,21,15.611,0.508
2001-08-12 12:00:00,2001,8,12,14.111,23.611,18.389,0
2001-08-13 12:00:00,2001,8,13,17.222,25.778,21,0
2001-08-14 12:00:00,2001,8,14,16.778,31.222,24,0
2001-08-15 12:00:00,2001,8,15,17.389,34,25.722,0
2001-08-16 12:00:00,2001,8,16,15.778,30.278,21.389,0
2001-08-17 12:00:00,2001,8,17,11.611,24.722,18.833,0
2001-08-18 12:00:00,2001,8,18,16.389,27.5,21.944,0
2001-08-19 12:00:00,2001,8,19,17.111,25.222,20.5,0
2001-08-20 12:00:00,2001,8,20,17,23.278,19.944,0
2001-08-21 12:00:00,2001,8,21,NA,NA,NA,NA
2001-08-22 12:00:00,2001,8,22,15.111,27.778,22.611,0
2001-08-23 12:00:00,2001,8,23,15.111,29,22.722,0
2001-08-24 12:00:00,2001,8,24,17.389,31.222,24.389,0
2001-08-25 12:00:00,2001,8,25,17,32.5,24.611,0
2001-08-26 12:00:00,2001,8,26,17.278,33.611,26,0
2001-08-27 12:00:00,2001,8,27,12.722,28.889,18.833,0
2001-08-28 12:00:00,2001,8,28,8.5,21,14.722,0
2001-08-29 12:00:00,2001,8,29,7.889,22.889,15.722,0
2001-08-30 12:00:00,2001,8,30,9.278,21.222,15.889,0
2001-08-31 12:00:00,2001,8,31,12.5,19,14.778,1.016
2001-09-01 12:00:00,2001,9,1,11,18.5,14.444,0
2001-09-02 12:00:00,2001,9,2,8.889,19.778,14.611,0
2001-09-03 12:00:00,2001,9,3,13.111,17.111,15.222,0
2001-09-04 12:00:00,2001,9,4,11.722,16,13.444,0
2001-09-05 12:00:00,2001,9,5,10.111,14.778,12.444,6.096
2001-09-06 12:00:00,2001,9,6,10.111,14.111,12.056,0
2001-09-07 12:00:00,2001,9,7,11.889,14.5,13,0
2001-09-08 12:00:00,2001,9,8,9.111,15.778,13.5,6.096
2001-09-09 12:00:00,2001,9,9,8.222,13.611,10.278,0
2001-09-10 12:00:00,2001,9,10,9,14.778,11.667,1.016
2001-09-11 12:00:00,2001,9,11,9.611,14.722,12.111,0
2001-09-12 12:00:00,2001,9,12,11.611,14.889,13.111,5.08
2001-09-13 12:00:00,2001,9,13,9.889,16.722,13.222,2.032
2001-09-14 12:00:00,2001,9,14,9.278,14.889,11.722,7.874
2001-09-15 12:00:00,2001,9,15,9.278,14.611,12,0
2001-09-16 12:00:00,2001,9,16,8.278,13.889,9.833,0
2001-09-17 12:00:00,2001,9,17,7.389,12.889,9.889,2.032
2001-09-18 12:00:00,2001,9,18,4.889,14.722,9.944,0.254
2001-09-19 12:00:00,2001,9,19,10.5,13.389,11.5,0
2001-09-20 12:00:00,2001,9,20,10.778,14.278,12.278,1.016
2001-09-21 12:00:00,2001,9,21,9.778,14.778,11.444,0
2001-09-22 12:00:00,2001,9,22,8.111,14.722,11.056,9.652
2001-09-23 12:00:00,2001,9,23,7.389,16.611,11.222,0
2001-09-24 12:00:00,2001,9,24,5.389,13.5,9.833,0.762
2001-09-25 12:00:00,2001,9,25,6.278,14.889,10.778,0
2001-09-26 12:00:00,2001,9,26,8.389,16.889,12.389,0
2001-09-27 12:00:00,2001,9,27,12.278,18.278,15,2.794
2001-09-28 12:00:00,2001,9,28,11.111,20.389,14.833,0
2001-09-29 12:00:00,2001,9,29,10.278,19.5,14.667,0
2001-09-30 12:00:00,2001,9,30,13.889,20.278,16.444,0
2001-10-01 12:00:00,2001,10,1,14.222,19.222,16.833,4.064
2001-10-02 12:00:00,2001,10,2,15.611,24.722,19.667,0.254
2001-10-03 12:00:00,2001,10,3,13.111,22.222,15,2.032
2001-10-04 12:00:00,2001,10,4,8.611,17.389,13.5,0
2001-10-05 12:00:00,2001,10,5,8.5,17.389,12.278,0
2001-10-06 12:00:00,2001,10,6,10.722,19.722,16,0
2001-10-07 12:00:00,2001,10,7,14.278,18.278,15.611,4.064
2001-10-08 12:00:00,2001,10,8,11.722,16,13.667,0
2001-10-09 12:00:00,2001,10,9,11.5,16.722,13.611,0
2001-10-10 12:00:00,2001,10,10,10.389,17.722,13.444,0
2001-10-11 12:00:00,2001,10,11,11.222,19,14.167,0
2001-10-12 12:00:00,2001,10,12,7,21.111,13.889,0
2001-10-13 12:00:00,2001,10,13,10.722,23,16.5,0
2001-10-14 12:00:00,2001,10,14,12.722,21.111,16.778,0
2001-10-15 12:00:00,2001,10,15,12.5,20.722,16.333,0.254
2001-10-16 12:00:00,2001,10,16,9.722,19.222,14.333,0
2001-10-17 12:00:00,2001,10,17,8.611,16.389,12.222,0
2001-10-18 12:00:00,2001,10,18,11.389,15.278,13.222,0
2001-10-19 12:00:00,2001,10,19,11.611,18.889,14.5,3.048
2001-10-20 12:00:00,2001,10,20,9.5,19.222,13.778,0
2001-10-21 12:00:00,2001,10,21,11.778,15.5,13.167,0
2001-10-22 12:00:00,2001,10,22,7.778,17.5,12.833,0.254
2001-10-23 12:00:00,2001,10,23,7.278,17.5,10.833,0
2001-10-24 12:00:00,2001,10,24,11.111,15.889,12.722,5.08
2001-10-25 12:00:00,2001,10,25,10.778,15.722,12.5,1.016
2001-10-26 12:00:00,2001,10,26,9.389,15.389,12.5,0
2001-10-27 12:00:00,2001,10,27,11.5,15,12.611,0
2001-10-28 12:00:00,2001,10,28,8.278,12.722,10.778,2.032
2001-10-29 12:00:00,2001,10,29,7.278,12.5,10.167,8.636
2001-10-30 12:00:00,2001,10,30,10,18.722,15,0
2001-10-31 12:00:00,2001,10,31,6.722,18.111,11.889,0
2001-11-01 12:00:00,2001,11,1,5.222,10.722,7.889,0.254
2001-11-02 12:00:00,2001,11,2,3.389,12.5,6.833,0
2001-11-03 12:00:00,2001,11,3,1.722,11.889,5.778,0
2001-11-04 12:00:00,2001,11,4,1.778,9.278,5.556,0
2001-11-05 12:00:00,2001,11,5,4,10.222,7.5,0
2001-11-06 12:00:00,2001,11,6,3.889,9.278,7.389,0.254
2001-11-07 12:00:00,2001,11,7,7,11.278,9.167,0
2001-11-08 12:00:00,2001,11,8,2.111,10.111,6.333,12.192
2001-11-09 12:00:00,2001,11,9,-0.889,5,2.167,0
2001-11-10 12:00:00,2001,11,10,-3.778,5,-0.667,0
2001-11-11 12:00:00,2001,11,11,-2.611,4.278,1.556,0
2001-11-12 12:00:00,2001,11,12,3.111,8.278,6,0
2001-11-13 12:00:00,2001,11,13,2.889,8.278,5.056,0
2001-11-14 12:00:00,2001,11,14,-1.722,6.111,2.667,0.762
2001-11-15 12:00:00,2001,11,15,-4,5.722,-0.333,0
2001-11-16 12:00:00,2001,11,16,-2,5.222,2.333,0
2001-11-17 12:00:00,2001,11,17,0.222,4.889,3,0
2001-11-18 12:00:00,2001,11,18,1.722,6.389,3.778,0
2001-11-19 12:00:00,2001,11,19,2,6.889,4.722,0
2001-11-20 12:00:00,2001,11,20,5.722,7.222,6.333,0
2001-11-21 12:00:00,2001,11,21,6.389,8.389,7.222,0.762
2001-11-22 12:00:00,2001,11,22,1.611,7.722,5.778,4.318
2001-11-23 12:00:00,2001,11,23,1.5,4.389,2.889,0
2001-11-24 12:00:00,2001,11,24,2.5,5.278,3.778,0
2001-11-25 12:00:00,2001,11,25,4.5,9.222,7.5,3.048
2001-11-26 12:00:00,2001,11,26,5.778,9.222,7.167,0
2001-11-27 12:00:00,2001,11,27,3.111,6.278,4.889,1.016
2001-11-28 12:00:00,2001,11,28,3.889,7.778,6,0
2001-11-29 12:00:00,2001,11,29,3.5,8.111,6.278,0.762
2001-11-30 12:00:00,2001,11,30,7.278,11.389,10.111,0
2001-12-01 12:00:00,2001,12,1,10.278,12.389,11.444,6.096
2001-12-02 12:00:00,2001,12,2,8.389,11.611,9.222,1.016
2001-12-03 12:00:00,2001,12,3,7.278,9.778,8.667,0
2001-12-04 12:00:00,2001,12,4,-0.111,9.389,8.111,0
2001-12-05 12:00:00,2001,12,5,-0.111,11.5,7.556,1.016
2001-12-06 12:00:00,2001,12,6,4.389,11.5,7,0.508
2001-12-07 12:00:00,2001,12,7,-0.111,6,1.889,1.778
2001-12-08 12:00:00,2001,12,8,-0.278,4.889,1.556,0
2001-12-09 12:00:00,2001,12,9,-2.222,3.111,-0.056,0
2001-12-10 12:00:00,2001,12,10,-2.778,2.889,-0.389,0
2001-12-11 12:00:00,2001,12,11,-2.222,2.611,0.611,0
2001-12-12 12:00:00,2001,12,12,-2.111,4.278,2.667,0
2001-12-13 12:00:00,2001,12,13,0.722,3.722,2,0
2001-12-14 12:00:00,2001,12,14,NA,NA,NA,NA
2001-12-15 12:00:00,2001,12,15,NA,NA,NA,NA
2001-12-16 12:00:00,2001,12,16,NA,NA,NA,NA
2001-12-17 12:00:00,2001,12,17,NA,NA,NA,NA
2001-12-18 12:00:00,2001,12,18,NA,NA,NA,NA
2001-12-19 12:00:00,2001,12,19,NA,NA,NA,NA
2001-12-20 12:00:00,2001,12,20,-2.389,1,-1.333,0
2001-12-21 12:00:00,2001,12,21,-2.389,2.5,0.833,0
2001-12-22 12:00:00,2001,12,22,NA,NA,NA,NA
2001-12-23 12:00:00,2001,12,23,NA,NA,NA,NA
2001-12-24 12:00:00,2001,12,24,NA,NA,NA,NA
2001-12-25 12:00:00,2001,12,25,NA,NA,NA,NA
2001-12-26 12:00:00,2001,12,26,NA,NA,NA,NA
2001-12-27 12:00:00,2001,12,27,NA,NA,NA,NA
2001-12-28 12:00:00,2001,12,28,NA,NA,NA,NA
2001-12-29 12:00:00,2001,12,29,NA,NA,NA,NA
2001-12-30 12:00:00,2001,12,30,NA,NA,NA,NA
2001-12-31 12:00:00,2001,12,31,NA,NA,NA,NA
2002-01-01 12:00:00,2002,1,1,NA,NA,NA,NA
2002-01-02 12:00:00,2002,1,2,-3,0.278,-1.5,0
2002-01-03 12:00:00,2002,1,3,-5.889,0.5,-3.556,0
2002-01-04 12:00:00,2002,1,4,-7.889,-2.278,-5.778,0
2002-01-05 12:00:00,2002,1,5,-8.278,-0.5,-5.667,0
2002-01-06 12:00:00,2002,1,6,-9.111,0,-4.278,0
2002-01-07 12:00:00,2002,1,7,-1.278,1.278,0.611,0
2002-01-08 12:00:00,2002,1,8,-2.278,1.611,0.111,0
2002-01-09 12:00:00,2002,1,9,-3.5,0.222,-2.389,0
2002-01-10 12:00:00,2002,1,10,-6.278,0,-3.667,0
2002-01-11 12:00:00,2002,1,11,-3.778,1.889,-0.556,0.762
2002-01-12 12:00:00,2002,1,12,-0.222,3.611,1.667,0
2002-01-13 12:00:00,2002,1,13,0.5,8.222,3.278,0
2002-01-14 12:00:00,2002,1,14,-1.222,1.889,-0.167,0
2002-01-15 12:00:00,2002,1,15,-2,0.778,-0.833,0
2002-01-16 12:00:00,2002,1,16,-2,0.611,-0.444,0.762
2002-01-17 12:00:00,2002,1,17,-2.278,3.278,1.167,0
2002-01-18 12:00:00,2002,1,18,0,4.278,2.167,0
2002-01-19 12:00:00,2002,1,19,0,7.778,4.778,0
2002-01-20 12:00:00,2002,1,20,3.889,8.5,6.5,0.762
2002-01-21 12:00:00,2002,1,21,6.778,11.5,9.5,0
2002-01-22 12:00:00,2002,1,22,5.889,9.778,7.444,0
2002-01-23 12:00:00,2002,1,23,5.889,9,7.278,0
2002-01-24 12:00:00,2002,1,24,5.889,11.278,9.278,6.858
